Ref ID,Renewable Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,"Connection to communal, district or campus heat network","New, renovation or expansion of existing heat network",Number of customer connections,Number of buildings,"Types of Building (domestic, non domestic or mixed)",Types of buildings,Technology Type,Secondary plant technology,Third plant technology,Backup plant technology,Installed Capacity (MWelec),Installed Generation Capacity (MW thermal),Primary Fuel type,Heat Source,Temperature of heat supply (Celsius),Heat Storage,Heat Storage (Volume m3),Heat Enabled,Cooling Enabled,CHP Enabled,Length of distribution network in m,Average diameter of pipes in mm,Development Status,Development Status (short),Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational,Decommissioned / Abandoned / No Application Made
13907,,19/05/2023,West Yorkshire Combined Authority,Dewsbury Bus Station Redevelopment,Communal,New,4,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Pocklington Lodge, Rylett Road, Shepherds Bush",London,London,England,W12 9PQ,522065,179282,Hammersmith and Fulham,2023/00717/FUL,,,,,27/04/2023,,,,,,,,,,,,,,
13908,,19/05/2023,Landsec,Hill House Little New Street - Redevelopment,Communal,Expansion,15,1,Domestic,Residential,Gas Boiler,,,,,,Gas,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Pocklington Lodge, Rylett Road, Shepherds Bush",London,London,England,W12 9PQ,522065,179282,Hammersmith and Fulham,2023/00717/FUL,,,,,27/04/2023,,,,,,,,,,,,,,
13933,,23/05/2023,Berkeley Group Southall,The Green Quarter - Phase 4-9 Masterplan,Campus,New,1,3,Non Domestic,Agricultural,Ground Source Heat Pumps,,,,1.00,,Electric,Shallow Geothermal,,,,Yes,,No,,,Operational,Operational,"Field To The West Of Howden Wo, Gifford, Haddington, Lothian",East Lothian,Scotland,Scotland,EH41 4JS,349610,667181,East Lothian,20/00238/P,,,,,05/03/2020,,,,,,,10/03/2021,,,,27/04/2023,,01/01/2021,
13937,,02/04/2024,Coach & Horses Developments ,"273-281 The Vale - 44 Flats, 14 Houses & Retail",District,,4304,,Mixed,"Residential, Primary School, Medical Centre, Unspecified Commercial",Water Source Heat Pumps,,,,,,Electric,Heat from Wastewater,,,,Yes,,,7000.00,,Pre-Planning,Pre-Planning,"Granton Waterfront, Edinburgh",Lothian,Scotland,Scotland,EH5,,,,,,,,,,,,,,,,,,,,,,,
13954,,26/01/2024,EID General Partner Llp,"Republic, Clove Crescent - 716 Bedroom Student Accommodation & 169 Apartments",District,New,220,6,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,30.00,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Ferndale Street, Cyprus Place, Beckton, East Ham",London,London,England,E6 6BF,"	543533",180939,Newham,23/00840/FUL,,,,,17/04/2023,,,,,,,,,,,,,,
13955,,26/05/2023,Thackeray Estates,Howells Of Cardiff - Phase 2 & 3,Communal,New,142,1,Domestic,Student Accommodation,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"59-61 Sturry Road, Canterbury",Kent,South East,England,CT1 1DR,615565,158684,Canterbury,CA/23/00788,,,,,27/04/2023,,,,,,,,,,,,,,
14007,,13/02/2024,Retirement Villages Group Limited,"Avonpark Village Redevelopment, Winsley Hill",Campus,New,1,6,Non Domestic,Secondary School,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Bay House School, Gomer Lane, Gosport",Hampshire,South East,England,PO12 2QP,459002,"	99005",Gosport,23/00188/FULL,,,,,11/05/2023,,,,,,,,,,,,,,
14008,,05/06/2023,Nelson & Colne College,"Accrington and Rossendale College, Sandy Lane - ASHP ",District,Expansion,352,6,Mixed,"Residential, Medical Centre, Retail",Gas Fired CHP,Gas Boiler,,,,,Gas,,,,,Yes,,Yes,,,Planning Application Submitted,Application Submitted,"West Hendon Estate, West Hendon",London,London,England,NW9 7DW,521812,188229,Barnet,23/1802/FUL,,,,,25/04/2023,,,,,,,,,,,,,,
14010,,05/06/2023,Brighton & Hove City Council,"Windlesham House, Windlesham Close - 15 Flats",Communal,New,106,2,Domestic,Care Village,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"44 Goffs Park Road, Southgate, Crawley",West Sussex,South East,England,RH11 8AY,526450,135941,Crawley,CR/2023/0223/FUL,,,,,23/05/2023,,,,,,,,,,,,,,
14011,,05/06/2023,Bellway Homes Limited (Thames Gateway),Billet Road - 133 Flats & 20 Houses,Communal,New,239,4,Domestic,Care Village,Air Source Heat Pumps,,,,0.90,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Parcel E1, Brabazon, Former Filton Airfield, Bristol",South Gloucestershire,South West,England,BS34 5BZ,359627,180534,South Gloucestershire,P23/01462/F,,,,,15/05/2023,,,,,,,,,,,,,,
14012,,05/06/2023,IGC Land Holdings Limited,"The Windmill , St James's Road - Redevelopment",Communal,New,24,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"W/O Staple Tye Shopping Centre, Perry Road, Harlow",Essex,Eastern,England,CM18 7LT,544372,"	208163",Harlow,HW/FUL/23/00200,,,,,09/05/2023,,,,,,,,,,,,,,
14043,,30/08/2023,Centrica Business Solutions,Wye Valley Hospital - Energy Centre,District,New,126,3,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Connaught House, Sutherland House & Vauxhal House, Wolverhampton",West Midlands,West Midlands,England,WV1 4SZ,"	390361","	298925",Wolverhampton,23/00521/FUL,,,,,26/05/2023,,,,,,,14/08/2023,,,,14/08/2026,,,
14044,,09/06/2023,Camberwell Developments Limited,Camberwell Magistrates Court - Hotel & Residential Dwellings,Communal,New,9,1,Non Domestic,"Office, Unspecified Commercial, Hotel",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"57 Berkshire Road, Hackney",London,London,England,E9 5NB,"	537145","	184761",Hackney,23/00009/FUL,,,,,03/05/2023,,,,,,,,,,,,,,
14069,,11/09/2023,Bournemouth Borough Council Bournemouth Christchurch and Poole Council (BCP),Boscombe Phase 1,Campus,Expansion,1,1,Non Domestic,Student Accommodation,Biomass (dedicated),,,,,,Not Specified,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Btw Andrew Melville Hall & Agnes, St Andrews",Fife,Scotland,Scotland,KY16 9XW,349770,716749,Fife,23/01284/FULL,,,,,15/05/2023,,,,,,,18/07/2023,,,,18/07/2026,,,
14070,,14/06/2023,Maidstone Borough Council,Sandling Road - 217 Flats & Shop,Communal,New,143,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"131-137 High Street, Bordesley, Birmingham",West Midlands,West Midlands,England,B12 0JU,408268,"	286151",Birmingham,2023/03450/PA,,,,,25/05/2023,,,,,,,,,,,,,,
14071,,14/06/2023,Anchor 2020 Limited,Ashfield Mills - 75 Retirement Apartments & 6 Houses,Communal,New,3,1,Non Domestic,"Nursey, Office, Hotel",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"1-4 Shakespeare Road, Finchley Church End",London,London,England,N3 1XE,525259,190898,Barnet,23/2342/FUL,,,,,30/05/2023,,,,,,,,,,,,,,
14078,,15/06/2023,East Midlands Housing Group,Leicester Waterside Apartments,District,New,273,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,land At Former Northfleet Cement Works The Shore Northfleet Gravesend,Kent,South East,England,DA11 9AN,562310,174788,Gravesham,EDC/23/0086,,,,,05/06/2023,,,,,,,,,,,,,,
14079,,15/06/2023,Donard Homes Limited,"Crown Gardens, Commercial Way - 272 Flats",District,New,21,8,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,land At Former Northfleet Cement Works The Shore Northfleet Gravesend,Kent,South East,England,DA11 9AN,562310,174788,Gravesham,EDC/23/0078,,,,,30/05/2023,,,,,,,,,,,,,,
14104,,19/06/2023,Epic Systems,"Epic Long Ashton, Phase 1 - 3 Office Buildings",District,Expansion,522,4,Mixed,"Residential, Retail, Community Hub",Unknown,,,,,,,,,,,Yes,,,,,Pre-Planning,Pre-Planning,"Former Bristols City Centre, Debenhams store, Broadmead, Bristol",South Gloucestershire,South West,England,BS1 3LT,359050,173488,"Bristol, City of",,,,,,,,,,,,,,,,,,,,
14184,,15/11/2023,Epic Systems,Epic Campus Phase 2 -  2 Offices,Campus,Renovation,1,2,Non Domestic,Hospital,Ground Source Heat Pumps,,,Gas Boiler,1.35,            ,Electric,Shallow Geothermal,            ,            ,            ,Yes,            ,No,            ,            ,Under Construction,Under Construction,"Birmingham Womens Hospital, Mindelsohn Way, Edgbaston",West Midlands,West Midlands,England,B15 2TG,403980,283923,Birmingham,2023/03519/PA,            ,            ,            ,            ,26/05/2023,,,,,,,21/07/2023,,,,21/07/2026,01/09/2023,,
14196,,03/07/2023,University for the Creative Arts,"University For The Creative Arts, Falkner Road - ASHP & Battery Storage",Communal,New,152,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"23 - 33 The Parade, High Street, Watford",Hertfordshire,Eastern,England,WD17 1LQ,510900,196586,Watford,23/00391/FULM,,,,,02/06/2023,,,,,,,,,,,,,,
14197,,11/10/2023,Ardstone Capital,"Temple Back East, Plot Cd02a - Office Refurbishment & Extension",District,New,148,5,Mixed,"Residential, Community Hub",Air Source Heat Pumps,,,,,,Electric,,60.00,,20.00,Yes,,No,,20.00,Under Construction,Under Construction,"Vincent Street, Canning Town, Victoria Dock",London,London,England,E16 1LS,"	539918","	181483",Newham,22/02615/LA3,,,,,01/11/2022,,,,,,,10/03/2023,,,,10/03/2026,01/10/2023,,
14219,,05/07/2023,Arts University Bournemouth,"Arts University Bournemouth, Fern Barrow - Air Source Heat Pumps",Communal,New,74,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Abbey House, Bakers Row, Stratford",London,London,England,E15 3NB,539107,183419,Newham,23/01147/FUL,,,,,25/05/2023,,,,,,,,,,,,,,
14220,,05/07/2023,Beech Holdings,"Mindel House, Bloom Street - 80 Apartments",Communal,New,5,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"230 Regents Park Road, Finchley Church End",London,London,England,N3 3HP,524913,190168,Barnet,23/2584/FUL,,,,,13/06/2023,,,,,,,,,,,,,,
14221,,05/07/2023,Ballymore Group,Brentford High Street - Phase 2 Plot H,Communal,New,152,4,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Granton Harbour, Plot 26, West Harbour Road, Edinburgh",Lothian,Scotland,Scotland,EH5 1RQ,323298,677640,City of Edinburgh,23/02575/AMC,,,,,14/06/2023,,,,,,,,,,,,,,
14239,,06/07/2023,Faccenda Property Limited,"Evenley Poultry Farm, Buckingham Road - Biomass Boilers",District,New,,,Mixed,"College, Primary School, Leisure Centre",Hydrogen,,,,,,Electric,,,,,Yes,,No,,,Pre-Planning,Pre-Planning,Bridgend,Mid Glamorgan,Wales,Wales,CF31,,,,,,,,,,,,,,,,,,,,,,,
14245,,13/06/2024,Wembley Brook Properties Limited,1-22 Brook Avenue - Mixed Development,District,New,209,81,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Phase 1, Hengrove Park, Hengrove Way, Bristol",South Gloucestershire,South West,England,BS13 0QZ,359720,168236,"Bristol, City of",23/02376/M,,,,,16/06/2023,,,,,,,10/05/2024,,,,10/05/2026,,,
14311,,30/01/2024,Hollybrook Limited,Neasden Goods Yard,District,Expansion,145,1,Mixed,"Residential, Community Hub",EfW Incineration,,,,,,Gas,Heat from Energy from Waste Plants,,,,Yes,,Yes,,,Planning Permission Granted,Awaiting Construction,"Abbeyfield Estate, Abbeyfield Road, Rotherhithe",London,London,England,SE16 2BU,535125,178780,Southwark,21/AP/2530,,,,,02/08/2021,,,,,,,08/06/2022,,,,08/06/2025,,,
14312,,17/07/2023,Linkway Developments,North Kensington Gate - 63 Flats & Retail,Communal,New,43,1,Mixed,"Residential, Office",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Fortune House, Moxon Street, Barnet",London,London,England,EN5 5TS,524696,196574,Barnet,23/2741/FUL,,,,,26/06/2023,,,,,,,,,,,,,,
14313,,13/05/2024,London Borough of Hammersmith and Fulham,Avonmore Road - 91 Flats & Replacement Primary School,Communal,New,520,2,Mixed,"Residential, Unspecified Commercial",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Garrison Circus, Bordesley Green, Birmingham",West Midlands,West Midlands,England,B9 4BN,408835,287053,Birmingham,2023/04130/PA,,,,,27/06/2023,,,,,,,01/05/2024,,,,01/05/2027,,,
14314,,18/07/2023,British Sugar PLC,"Cantley Sugar Factory, Station Road - CHP, Boiler & Turbine",Communal,New,243,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,20.00,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Birmingham Main Line, Canal & Icknield Port Loop, Ladywood, Birmingham",West Midlands,West Midlands,England,B16 0PP,405119,287139,Birmingham,2023/03864/PA,,,,,16/06/2023,,,,,,,,,,,,,,
14315,,18/07/2023,Areli Real Estate,"Brentford Works, Great West Road - Masterplan",Communal,New,26,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Adj To East Ferry Road, Marsh Wall & Chipka Street, Poplar",London,London,England,E14 3LA,538205,179687,Tower Hamlets,PA/23/01038/A1,,,,,22/06/2023,,,,,,,,,,,,,,
14316,,13/05/2024,YTL Developments UK Limited,"Former Filton Airfield, Brabazon - Student Accommodation",District,Expansion,244,1,Domestic,Student Accommodation,Unknown,,,,,,,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"360 Building 17 Marlborough Street, City Centre, Bristol",South Gloucestershire,South West,England,BS1 3NX,358989,173612,"Bristol, City of",23/02475/F,,,,,21/06/2023,,,,,,,05/04/2024,,,,05/04/2027,,,
14317,,18/07/2023,Waterworks Developments Limited,Waterworks Road - 85 Flats,Communal,New,221,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Btw Calthorpe Street And Marlborough Road, Banbury",Oxfordshire,South East,England,OX16 5EX,445496,240337,Cherwell,23/01633/F,,,,,26/06/2023,,,,,,,,,,,,,,
14318,,18/07/2023,River Tay Development Limited,Glenlyon Estate - Energy Centre,Communal,New,27,1,Domestic,Residential,Ground Source Heat Pumps,,,,,,Electric,Shallow Geothermal,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Cromwell Road, Teddington",London,London,England,TW11 9EJ,516263,170625,Richmond upon Thames,23/0741/FUL,,,,,18/04/2023,,,,,,,,,,,,,,
14319,,20/03/2024,Barclays Bank PLC,"Radbroke Hall, Stocks Lane - Energy Centre & Ground Source Heat Pump",District,New,63,64,Non Domestic,Holiday Lodges,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"The Rough, National Exhibition Centre, Pendigo Way, Birmingham",West Midlands,West Midlands,England,B40 1NT,419121,283936,Solihull,PL/2023/01326/PPFL,,,,,15/06/2023,,,,,,,23/02/2024,,,,23/02/2027,,,
14320,,18/07/2023,Barratt London,"Bell Green Works - 261 Flats, Retail Unit And Workshop",Communal,New,155,1,Domestic,Student Accommodation,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"257-283 Ilderton Road, Bermondsey, Peckham",London,London,England,SE15 1NS,535250,177889,Southwark,23/AP/1317,,,,,27/06/2023,,,,,,,,,,,,,,
14326,,04/10/2023,Gateshead Metropolitan Borough Council,"Old Fold Road, Phase 1 - District Heating Network",Campus,New,1,4,Non Domestic,Secondary School,Biomass (dedicated),,,,,,Woodchip,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"The Corsham School, The Tynings",Wiltshire,South West,England,SN13 9DF,386724,170180,Wiltshire,PL/2023/05126,,,,,26/06/2023,,,,,,,12/09/2023,,,,12/09/2026,,,
14354,,21/07/2023,Flint Property Investments,7 Stock Road - 20 Flats & 4 Houses,District,New,34,1,Domestic,Residential,Unknown,,,,,,Not Specified,,,,,Yes,,,,,Under Construction,Under Construction,"Redcross Lane, Old Market, Bristol",South Gloucestershire,South West,England,BS2 0BE,359707,173243,"Bristol, City of",19/06226/F,,,,,24/12/2019,,,,,,,21/04/2022,,,,,24/05/2023,,
14355,,15/04/2024,Jamset Limited,Friern Barnet Road - 32 Flats,Communal,New,37,1,Domestic,Care Village,Air Source Heat Pumps,,,,,,Electric,,25.00,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Holly Court, Waverley Road, Weymouth",Dorset,South West,England,DT3 5ED,"	367566","	80969",Dorset,P/FUL/2023/03241,,,,,27/06/2023,,,,,,,13/09/2023,,,,,,,
14390,,20/09/2023,West of Scotland Housing Association Limited,Ladyacre Road - 39 Apartments,Campus,New,1,5,Non domestic,College,Ground Source Heat Pumps,,,,0.85,,Electric,Shallow Geothermal,,,,Yes,,No,,,Planning Application Withdrawn,Application Withdrawn,"Mid Kent College Medway Campus, Medway Road, Gillingham ",Kent,South East,England,ME7 1FN,576913,169127,Medway,MC/23/1119,,,,,17/07/2023,12/09/2023,,,,,,,,,,,,,
14443,,17/06/2024,Bournville Land Limited,"Mary Vale Road, Bournville - 74 Apartments",Communal,New,81,3,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Alexandra Nursing Home, Calside",Renfrewshire ,Scotland,Scotland,PA2 6LX,248181,"	663058",Renfrewshire,23/0354/PP,,,,,30/06/2023,,,,,,,28/05/2024,,,,28/05/2027,,,
14479,,25/09/2023,Aberdeen City Council,"Former Kincorth Academy Site, Kincorth Circle - 195 Apartments",Campus,Expansion,1,1,Non domestic,Student Accommodation,Gas Boiler,Air Source Heat Pumps,,,,,Gas,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,Foundress Court Pembroke College Trumpington Street Cambridge ,Cambridgeshire,Eastern,England,CB2 1QJ,545042,258063,Cambridge,23/02563/FUL,,,,,04/07/2023,,,,,,,20/09/2023,,,,20/09/2026,,,
14498,,03/08/2023,City of London Corporation,140 Bastion House - Office Development,Communal,New,77,1,Domestic,Care Village,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Fronting Rose Way, Melton Road, Nottingham",Nottinghamshire,East Midlands,England,NG12 4HU,"	459108",334612,Rushcliffe,23/01218/REM,,,,,14/07/2023,,,,,,,,,,,,,,
14499,,03/08/2023,Anchor Hanover,Kytes Drive - 83 Flats/70 Houses,Communal,New,370,11,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Deal Ground, Bracondale, Norwich",Norfolk,Eastern,England,NR3 1QA,622740,309165,Norwich,2023/1825,,,,,05/07/2023,,,,,,,,,,,,,,
14500,,03/08/2023,Untold Living,Soveriegn Harbour - Extra Care Retirement Community,Communal,New,60,2,Domestic,Residential,Air Source Heat Pumps,,,,0.18,,Electric,,20.00,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"383 Holloway Road, Holloway",London,London,England,N7 0RY,530455,185951,Islington,P2023/1744/FUL,,,,,17/07/2023,,,,,,,,,,,,,,
14501,,21/09/2023,Ridgeback Group,Crossharbour - Selsdon Way - 360 Apartments/Community Hub,Communal,New,9,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Refused,Application Refused,"2 - 6 Brunswick Street, Maidstone",Kent,South East,England,ME15 6NP,576232,155231,Maidstone,23/503453/OUT,,,,,25/07/2023,,19/09/2023,,,,,,,,,,,,
14502,,21/12/2023,Criterion Capital Limited / Maritime View Limited,"Enderby Place - 564 Flats, Light Industry, Community & Cafe",Communal,New,31,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,60.00,,,Yes,,No,,,Under Construction,Under Construction,"Part Of Erith Quarry Site, Fraser Road, Erith",London,London,England,DA8 1FH,550418,177929,Bexley,20/00775/OUTM21,,,,,23/09/2022,,,,,,,06/07/2023,,,,,01/09/2023,,
14505,,27/02/2024,Fareham Borough Council,"Assheton Court, Portchester - 60 Flats",Campus,New,1,2,Non Domestic,College,Ground Source Heat Pumps,,,,1.00,,Electric,Deep Geothermal,,,,Yes,,No,,,Revised,Revised,Nelson And Colne College Scotland Road ,Lancashire,North West,England,BB9 7YT,385546,438709,Pendle,23/0312/CEA,,,,,19/07/2023,,,,,,,13/09/2023,,,,,,,
14516,,06/10/2023,North West Regeneration Limited,"Kingmoor Park, Rockcliffe Estate - CHP Units",Communal,New,2,1,Non Domestic,"Office, Retail",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,81 Newgate Street - Office/Retail Extension,London,London,England,EC1A 7AJ,532079,181337,City of London,23/00752/FULMAJ,,,,,12/07/2023,,,,,,,29/09/2023,,,,29/09/2026,,,
14518,,08/08/2023,Borehamwood Homes Limited,"Natwest House, Shenley Road - 69 Flats",District,New,,,Mixed,"Residential, Hospital, Unspecified Commercial",Unknown,,,,,,,,,,,Yes,,No,,1400.00,Scoping,Scoping,DC Partner Authority Cross Street Beverley,East Riding of Yorkshire,Yorkshire and Humber,England,HU17 0DY,503752,439507,East Riding of Yorkshire,,,,,,,,,,,,,,,,,,,,
14569,,06/10/2023,Historic Royal Palaces,"Banqueting House, Whitehall - Air Source Heat Pumps",Campus,Renovation,1,5,Non Domestic,Hospital,Air Source Heat Pumps, ,, ,1.27, ,Electric,, , , ,Yes, ,No, , ,Planning Permission Granted,Awaiting Construction,"Warwick Hospital, Lakin Road, Warwick",Warwickshire,West Midlands,England,CV34 5BW,428524,265839,Warwick,W/23/1029, , , , ,19/07/2023,,,,,,,03/10/2023,,,,03/10/2026,,,
14586,,15/08/2023,Stevenage Borough Council,The Oval Regeneration - 91 Retirement Flats,Communal,New,6,1,Domestic,Residential,Gas Boiler,,,,,,Gas,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Muller House And The Lodge, 7 Cotham Park, Bristol",Gloucestershire,South West,England,BS6 6DA,358484,174048,"Bristol, City of",23/02829/F,,,,,17/07/2023,,,,,,,,,,,,,,
14588,,13/05/2024,Omar Homes Limited,London Road - Biomass Boiler System,District,New,2,3,Non Domestic,"Crematorium, College",Unknown,,,Air Source Heat Pumps,,,,,,,,Yes,,,,,Planning Permission Refused,Application Refused,"Whitworth Road, Glenrothes",Fife,Scotland,Scotland,KY6 2SS,326726,"	699146",Fife,23/01380/FULL,,,,,17/07/2023,,02/05/2024,,,,,,,,,,,,
14595,,17/10/2023,Apex Capital Partners Ltd,The Loom Factory - St Jamess Road - 153 Apartments/Industrial,District,Expansion,1,1,Non Domestic,Theatre,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Theatre Royal, Royal Parade, Plymouth",Devon,South West,England,PL1 2TR,247548,54429,Plymouth,23/01126/LBC,,,,,03/08/2023,,,,,,,20/09/2023,,,,20/09/2026,,,
14598,,16/01/2024,Bellway Homes Limited (Thames Gateway),Billet Road Site B Masterplan,Communal,Renovation,38,1,Domestic,Care Village,Air Source Heat Pumps,     ,,     ,0.17,     ,Electric,,     ,     ,     ,Yes,     ,No,2.00,     ,Planning Permission Granted,Awaiting Construction,47-223 Evergreen Court Ruislip Road East Hanwell,London,London,England,W7 1DA,515470,182264,Ealing,232919FUL,     ,     ,     ,     ,18/07/2023,,,,,,,04/01/2024,,,,04/01/2027,,,
14607,,22/08/2023,Revie Enterprises Limited,Penrhyn Road - 10 Flats & Retail Space,Communal,New,23,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"3-7 Park Street, Croydon",London,London,England,CR0 1YD,532483,165564,Croydon,23/01737/FUL,,,,,18/07/2023,,,,,,,,,,,,,,
14608,,22/08/2023,Bexley Council,"Bursted Woods, Barnehurst - 109 Flats & 8 Houses",District,New,72,5,Domestic,Residential,Ground Source Heat Pumps,,,,,,Electric,Shallow Geothermal,,,,Yes,,No,240.00,,Planning Application Submitted,Application Submitted,"Former Hillside Hospital, Dundee Road, Perth",Tayside,Scotland,Scotland,PH2 7BA,"	312509","	722925",Perth and Kinross,23/01218/FLM,,,,,28/07/2023,,,,,,,,,,,,,,
14609,,22/08/2023,Manchester Metropolitan University,"Manchester Met University, Stretford Road - District Heating",Communal,New,13,1,Domestic,Residential,Gas Boiler,,,,,,Gas,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Algha Works, Smeed Road, Bow",London,London,England,E3 2NR,537212,184001,Tower Hamlets,23/00270/FUL,,,,,28/07/2023,,,,,,,,,,,,,,
14630,,23/08/2023,Hornstar Limited,212 Kennington Road -  14 Apartments,Communal,New,273,,Mixed,"Residential, Retail, Hotel",Air Source Heat Pumps,Ground Source Heat Pumps,,Gas Boiler,,,Electric,,,,,Yes,,Yes,,,Planning Permission Granted,Awaiting Construction,"Larch Drive, Chiswick",London,London,England,W4 5QL,519262,178539,Hounslow,01578/2/P3,,,,,30/10/2019,,,,,,,05/04/2023,,,,05/04/2026,,,
14632,,04/10/2023,Stonehouse Projects Limited,Gilling Castle & Grounds - Redevelopment,District,,,,Mixed,,Unknown,,,,,,,,,,,Yes,,,,,Pre-Planning ,Pre-Planning,Various locations throughout Oldham,Greater Manchester,North West,England,OL,,,,,,,,,,,,,,,,,,,,,,,
14639,,24/08/2023,Higgins Homes,Garratt Lane & Wandsworth Town Centre - Phase 2,Communal,New,329,2,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,3 -12 High Street,Surrey,South East,England,GU21 6BG,500607,158735,Woking,PLAN/2023/0645,,,,,03/08/2023,,,,,,,,,,,,,,
14640,,24/08/2023,Mid Kent College,"Mid Kent College Medway Campus, Medway Road - Battery Storage, ASHP",Communal,New,35,1,Mixed,"Residential, Retail",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Swan House, 51 High Street",London,London,England,KT1 1LQ,517793,168817,Kingston upon Thames,23/01865/FUL,,,,,03/08/2023,,,,,,,,,,,,,,
